Iteration,Time
0.0,0.0005725749999392349
1.0,0.019282474999961607
2.0,0.038310899999981274
3.0,0.05079349999990512
4.0,0.06316698749993321
5.0,0.0820038374999541
6.0,0.09447881249993628
7.0,0.10681866249987593
8.0,0.1192209749999229
9.0,0.1313664249999178
10.0,0.14336932500000543
11.0,0.1555611124999281
12.0,0.1678710374998893
13.0,0.17992115000002684
14.0,0.19184830000001796
15.0,0.2037615124999128
16.0,0.21553752499990608
17.0,0.23371202499989963
18.0,0.2458260999999311
19.0,0.2578481749999213
20.0,0.26994438749991545
21.0,0.28203752499983636
22.0,0.2940035374999468
23.0,0.30590381249992404
24.0,0.3179048749999147
25.0,0.32981481249988676
26.0,0.34176329999998245
27.0,0.353720150000008
28.0,0.36577394999997637
29.0,0.3777142999999903
30.0,0.38956521249996356
31.0,0.4014369874999204
32.0,0.4132567874999822
33.0,0.4250863874999915
34.0,0.43688244999991
35.0,0.44871494999994965
36.0,0.4606414999999586
37.0,0.4725113374999488
38.0,0.48433944999993983
39.0,0.49618412499989617
40.0,0.5080282499998781
41.0,0.5200030374999614
42.0,0.5317756999999865
43.0,0.5434744999999346
44.0,0.5550000875000229
45.0,0.5667532624999758
46.0,0.5783704874999955
47.0,0.5901983999999274
48.0,0.6019765124999736
49.0,0.6137640749999065
50.0,0.6255651249999303
51.0,0.6373093000000445
52.0,0.6490050749998844
53.0,0.660682224999988
54.0,0.6723423124998966
55.0,0.6840342999998974
56.0,0.6957627249999909
57.0,0.7074263999998855
58.0,0.7190069999998947
59.0,0.730574924999889
60.0,0.7422601499998969
61.0,0.7538846624999067
62.0,0.7656982499999039
63.0,0.777584212499935
64.0,0.7895898624999802
65.0,0.8092583124999848
66.0,0.8219940124999034
67.0,0.8344970499999533
68.0,0.8466117625000287
69.0,0.8586301374998762
70.0,0.870760937499913
71.0,0.8827660249999845
72.0,0.8948359124999605
73.0,0.9069746249999966
74.0,0.9189878624999324
75.0,0.9309777124999243
76.0,0.9429584749999265
77.0,0.9550624874999265
78.0,0.9670899874999428
79.0,0.9791517249999444
80.0,0.9912724874999412
81.0,1.0033975124999586
82.0,1.0153893249999406
83.0,1.027243999999886
84.0,1.0391880249998913
85.0,1.0509151249999356
86.0,1.0627902374999643
87.0,1.0746721625000433
88.0,1.0866693124998683
89.0,1.0988052624999014
90.0,1.1106821249999435
91.0,1.1225148749999398
92.0,1.1343947749999934
93.0,1.1461780374998902
94.0,1.1578967124999053
95.0,1.1696475874999805
96.0,1.1814532874999237
97.0,1.1932107999999637
98.0,1.2052777999999869
99.0,1.2174541874999498
100.0,1.2295094125000041
101.0,1.0862202874999625
102.0,0.0033415571429031847
103.0,0.02514202500015017
104.0,0.049458899999990535
105.0,0.06485055000030115
106.0,0.06162200000017036
107.0,0.08056380000016361
108.0,0.0926537000004828
109.0,0.10480400000051304
110.0,0.11664050000035785
111.0,0.12833279999995284
112.0,0.13989630000014586
113.0,0.1516767000002801
114.0,0.16307330000017828
115.0,0.1745840000003227
116.0,0.1858695999999327
117.0,0.19715540000015608
118.0,0.20847910000065892
119.0,0.2274127999999109
120.0,0.2392859999999928
