Time,FEvals
0.0001475839817430824,200.0
0.00015262499800883234,200.0
0.0001531669986434281,200.0
0.00015408301260322332,200.0
0.00015429098857566714,200.0
0.00016554200556129217,200.0
0.0001906669931486249,200.0
0.00019637501100078225,200.0
0.00023433298338204622,2614.0
0.00023458298528566957,2615.0
0.00024320799275301397,2615.0
0.00024329099687747657,2615.0
0.00024366698926314712,2616.0
0.0002465000143274665,2615.0
0.0002599580038804561,2412.0
0.004547166987322271,402.0
0.004607999988365918,402.0
0.004630500014172867,402.0
0.004660707985749468,402.0
0.004747541999677196,402.0
0.004884624999249354,402.0
0.005309166997903958,402.0
0.005321333999745548,402.0
0.005998665990773588,2816.0
0.006037291983375326,2816.0
0.006088624999392778,2816.0
0.006097375007811934,2817.0
0.006120542006101459,2816.0
0.008814834000077099,603.0
0.008825166005408391,604.0
0.0088848750165198,604.0
0.008906415983801708,604.0
0.009032375004608184,604.0
0.009080124989850447,604.0
0.010048291995190084,604.0
0.010957584017887712,603.0
0.011513416975503787,3017.0
0.011807957984274253,3018.0
0.011910208006156608,805.0
0.012001374998362735,804.0
0.01200795901240781,806.0
0.012090290983906016,806.0
0.012208416999783367,806.0
0.012210832996061072,805.0
0.01335787499556318,806.0
0.014501084020594135,804.0
0.015022790990769863,1007.0
0.015118209004867822,1007.0
0.015138041984755546,1005.0
0.015191165992291644,1007.0
0.01527791700209491,1007.0
0.015346582978963852,1006.0
0.016531166998902336,1008.0
0.01791537500685081,1005.0
0.019250207988079637,1208.0
0.01931554201291874,1208.0
0.019359958998393267,1206.0
0.019503666000673547,1208.0
0.019529125012923032,1208.0
0.01958112500142306,1207.0
0.020813749986700714,1209.0
0.022337208007229492,1409.0
0.022414500010199845,1409.0
0.02249199998914264,1407.0
0.022655082982964814,1409.0
0.02268216700758785,1409.0
0.02269574999809265,1408.0
0.02283762500155717,1206.0
0.02396729198517278,1410.0
0.02548241600743495,1610.0
0.025584416987840086,1608.0
0.025605292001273483,1610.0
0.02573699998902157,1610.0
0.02576033299556002,1610.0
0.025855749991023913,1609.0
0.02621312500559725,1407.0
0.02708649999112822,1611.0
0.02857458300422877,1811.0
0.028674792003585026,1809.0
0.028754708997439593,1811.0
0.02887045798706822,1811.0
0.028877542004920542,1811.0
0.02892691598390229,1810.0
0.02955833400483243,1608.0
0.030221208988223225,1812.0
0.03168849999201484,2012.0
0.031784749997314066,2010.0
0.03189912499510683,2012.0
0.031924999988405034,2012.0
0.031964417023118585,2012.0
0.03203045797999948,2011.0
0.032950834021903574,1809.0
0.03334279198315926,2013.0
0.03479595799581148,2213.0
0.03485729199019261,2211.0
0.034951250010635704,2213.0
0.03502633300377056,2213.0
0.03506429199478589,2213.0
0.03513129099155776,2212.0
0.036361875012516975,2010.0
0.03641070899902843,2214.0
0.037868957995669916,2414.0
0.038032750017009676,2414.0
0.03813633299432695,2414.0
0.03815437501179986,2414.0
0.038178332993993536,2413.0
0.039505291992099956,2415.0
0.039953334024176,2211.0
0.04325487499590963,2412.0
