Iteration,Fitness
0,1380.8559100355549
1,1322.5598991426866
2,1308.782331821435
3,1303.3191662001393
4,1281.6788113401303
5,1208.315306817666
6,1200.428427500984
7,1179.416818365479
8,1156.9633822281546
9,1111.6019729152335
10,1090.529467994581
11,1090.529467994581
12,1076.8721661327709
13,1076.8721661327709
14,1076.8721661327709
15,1030.4549677910513
16,1030.4549677910513
17,1020.6068847013815
18,1020.6068847013815
19,1018.9197894491152
20,1006.0333621832973
21,998.5166633266709
22,998.5166633266709
23,998.5166633266709
24,998.5166633266709
25,983.0332642652512
26,977.5931153027794
27,977.5931153027794
28,977.5931153027794
29,977.5931153027794
30,977.4244352620223
31,977.4244352620223
32,977.4244352620223
33,977.4244352620223
34,969.4449634468309
35,950.6090789944055
36,938.5384139415016
37,937.3122224791961
38,938.5032544767198
39,935.6864059086284
40,934.3059418862318
41,934.0843896035536
42,934.0843896035536
43,934.2530696443108
44,934.2530696443108
45,933.4876476514136
46,933.4876476514136
47,931.2742897942616
48,893.7844300328549
49,893.7844300328549
50,893.7844300328549
51,893.7844300328549
52,891.3692763151886
53,891.3692763151886
54,891.5266874600275
55,891.5266874600275
56,888.6575076232866
57,881.2839808962996
58,880.8491880232049
59,880.8491880232049
60,875.440829341216
61,875.440829341216
62,875.440829341216
63,875.440829341216
64,875.440829341216
65,872.1594898857537
66,872.3301830593417
67,872.3301830593417
68,846.1612664933627
69,846.701538785182
70,846.701538785182
71,846.701538785182
72,844.0948833004799
73,844.0948833004799
74,844.0948833004799
75,844.0903802986471
76,832.6427177044062
77,832.6427177044062
78,832.6427177044062
79,832.6427177044062
80,822.1816529519521
81,822.1816529519521
82,822.1816529519521
83,822.1816529519521
84,822.1816529519521
85,822.1861559537848
86,822.1861559537848
87,822.1861559537848
88,812.3187113354571
89,812.3187113354571
90,812.3187113354571
91,812.3187113354571
92,812.3187113354571
93,812.3187113354571
94,812.3187113354571
95,809.8518149081187
96,809.8518149081187
97,802.1258172592057
98,802.1258172592057
99,802.1258172592057
100,789.1314360455776
101,781.4057381911961
102,781.4057381911961
103,773.9894147038024
104,773.9894147038024
105,773.9894147038024
106,773.9894147038024
107,773.9894147038024
108,773.9894147038024
109,771.0551424603233
110,771.0551424603233
111,771.0551424603233
112,771.0551424603233
113,771.0551424603233
114,764.0473439901725
115,762.9385762032546
116,762.9385762032546
117,762.9385762032546
118,762.9385762032546
119,762.9385762032546
120,755.9307777331038
121,755.9307777331038
122,755.9307777331038
123,755.9307777331038
124,755.9307777331038
125,755.9307777331038
126,755.9307777331038
127,755.9307777331038
128,755.9307777331038
129,755.9307777331038
130,755.9307777331038
131,755.9307777331038
132,755.9307777331038
133,755.9307777331038
134,755.9307777331038
135,755.9307777331038
136,755.9307777331038
137,755.9307777331038
138,755.9307777331038
139,755.9307777331038
140,755.9307777331038
141,755.9307777331038
142,755.9307777331038
143,755.9307777331038
144,755.9307777331038
145,756.3720520273746
146,756.3720520273746
147,756.3720520273746
148,756.3720520273746
149,756.3720520273746
150,756.3720520273746
151,756.3720520273746
152,756.3720520273746
153,749.72628393793
154,746.8088769990762
155,733.5273209572895
156,733.5273209572895
157,733.5273209572895
158,733.5273209572895
159,733.5273209572895
160,733.5273209572895
161,733.5273209572895
162,733.5273209572895
163,733.5273209572895
164,733.5273209572895
165,733.5273209572895
166,733.5273209572895
167,733.5273209572895
168,733.5273209572895
169,733.5273209572895
170,733.5273209572895
171,733.5273209572895
172,733.5273209572895
173,721.9664696745899
174,721.9664696745899
175,721.9664696745899
176,721.9664696745899
177,721.9664696745899
178,721.9664696745899
179,721.9664696745899
180,721.9664696745899
181,718.6772744381386
182,718.6772744381386
183,718.6772744381386
184,718.6772744381386
185,718.6772744381386
186,718.6772744381386
187,718.6772744381386
188,718.6772744381386
189,718.6772744381386
190,718.6772744381386
191,718.6772744381386
192,718.6772744381386
193,718.6772744381386
194,718.6772744381386
195,718.6772744381386
196,718.6772744381386
197,718.6772744381386
198,718.6772744381386
199,718.6772744381386
200,718.6772744381386
201,718.6772744381386
202,718.6772744381386
203,718.6772744381386
204,718.6772744381386
205,718.6772744381386
206,718.6772744381386
207,718.6772744381386
208,718.6772744381386
209,718.6772744381386
210,718.6772744381386
211,718.6772744381386
212,718.6772744381386
213,718.6772744381386
214,718.6772744381386
215,718.6772744381386
216,718.6772744381386
217,718.6772744381386
218,718.6772744381386
219,718.6772744381386
220,718.6772744381386
221,718.6772744381386
222,718.6772744381386
223,718.6772744381386
224,718.6772744381386
225,718.6772744381386
226,718.6772744381386
227,718.6772744381386
228,718.6772744381386
229,718.6772744381386
230,718.6772744381386
231,718.6772744381386
232,718.6772744381386
233,718.6772744381386
234,718.6772744381386
235,718.6772744381386
236,718.6772744381386
237,718.6772744381386
238,718.6772744381386
239,718.6772744381386
240,718.6772744381386
241,718.6772744381386
242,718.6772744381386
243,718.6772744381386
244,718.6772744381386
245,718.6772744381386
246,718.6772744381386
247,718.6772744381386
248,718.6772744381386
249,718.6772744381386
250,718.6772744381386
251,718.6772744381386
252,718.6772744381386
253,718.6772744381386
254,718.6772744381386
255,718.6772744381386
256,718.6772744381386
257,718.6772744381386
258,718.6772744381386
259,718.6772744381386
260,718.6772744381386
261,718.6772744381386
262,718.6772744381386
263,718.6772744381386
264,718.6772744381386
265,718.6772744381386
266,718.6772744381386
267,718.6772744381386
268,718.6772744381386
269,718.6772744381386
270,718.6772744381386
271,718.6772744381386
272,718.6772744381386
273,718.6772744381386
274,718.6772744381386
275,718.6772744381386
276,718.6772744381386
277,718.6772744381386
278,718.6772744381386
279,718.6772744381386
280,718.6772744381386
281,718.6772744381386
