Iteration,Time
0.0,0.00016550000002268916
1.0,0.007002850000006333
2.0,0.013660312500007876
3.0,0.013791837500008342
4.0,0.013924087500015503
5.0,0.020483012500008613
6.0,0.02061403750002455
7.0,0.02073913750001566
8.0,0.02086677500000178
9.0,0.020998587500017152
10.0,0.021114287500012097
11.0,0.02121707500002401
12.0,0.02133498750002616
13.0,0.02144156250000151
14.0,0.021542887500004326
15.0,0.021662562500011973
16.0,0.02176818750000109
17.0,0.028414012500022068
18.0,0.028556412500009287
19.0,0.028684637500006716
20.0,0.028810087500019677
21.0,0.0289349000000243
22.0,0.029048137500012672
23.0,0.02916053750000458
24.0,0.029281725000018355
25.0,0.029404837500010217
26.0,0.029524337500006936
27.0,0.029640437500020766
28.0,0.029754025000030992
29.0,0.029880337500017617
30.0,0.030005762499996536
31.0,0.030121912500007397
32.0,0.030241937500008476
33.0,0.03035945000002016
34.0,0.030483099999997876
35.0,0.03060382500002845
36.0,0.030726812500020628
37.0,0.030851312500004724
38.0,0.030970375000023864
39.0,0.031089825000023552
40.0,0.031213475000015478
41.0,0.03133416249998788
42.0,0.031454050000021994
43.0,0.03157951250001645
44.0,0.03170441250001943
45.0,0.031830037500014896
46.0,0.03195248750003543
47.0,0.032089299999995546
48.0,0.03221893750003346
49.0,0.03234261250003101
50.0,0.03247027500000854
51.0,0.032606937500020194
52.0,0.03273226249999084
53.0,0.032862087500021175
54.0,0.032996650000029604
55.0,0.033123437500009345
56.0,0.03325828750000426
57.0,0.033386825000036424
58.0,0.033524362500017446
59.0,0.03366093750000232
60.0,0.033793150000022365
61.0,0.033927512500014245
62.0,0.03405928750001408
63.0,0.03419221250000248
64.0,0.03433456250002109
65.0,0.041848600000022884
66.0,0.04201853750001305
67.0,0.04217918749999683
68.0,0.04234197500002779
69.0,0.04248842500003036
70.0,0.04263541250000458
71.0,0.04278213750001214
72.0,0.0429290125000108
73.0,0.04307793750001565
74.0,0.04322561250000945
75.0,0.04338953750001906
76.0,0.043562500000007276
77.0,0.043731562500028076
78.0,0.043890037500005974
79.0,0.04405157500002588
80.0,0.04420627500002183
81.0,0.044373437500027535
82.0,0.04455138750000742
83.0,0.04471072500003004
84.0,0.04486555000001147
85.0,0.04501657500001954
86.0,0.045167637500014735
87.0,0.045324437499999704
88.0,0.04547335000002306
89.0,0.04563770000001455
90.0,0.0457971250000071
91.0,0.04594916250002257
92.0,0.04614258750001454
93.0,0.04630296249999333
94.0,0.046463387499997566
95.0,0.04662696250001375
96.0,0.04678818750001312
97.0,0.04696278749999294
98.0,0.047125700000009374
99.0,0.047284662500018726
100.0,0.04745703750000985
101.0,0.04762400000001321
102.0,0.0477843375000333
103.0,0.047943025000023454
104.0,0.048102562500034196
105.0,0.04826573750000307
106.0,0.048437912500020275
107.0,0.04861518750001892
108.0,0.048780475000000934
109.0,0.04894282500002589
110.0,0.04910988750000911
111.0,0.04927468750003072
112.0,0.04944380000000592
113.0,0.04961148750001598
114.0,0.04977830000001404
115.0,0.049955412500011676
116.0,0.050123100000007526
117.0,0.05029182500004481
118.0,0.050463150000013
119.0,0.05063453750001656
120.0,0.050808800000012866
121.0,0.05097925000001169
122.0,0.051156300000016586
123.0,0.05132971250002072
124.0,0.0515043875000174
125.0,0.0516787750000276
126.0,0.05184995000001891
127.0,0.05202843749999886
128.0,0.05220961250002176
129.0,0.052398825000040006
130.0,0.05258211250001921
131.0,0.05276340000003188
132.0,0.052944175000007476
133.0,0.0531233250000156
134.0,0.053304025000031174
135.0,0.053482924999997294
136.0,0.05366802500002166
137.0,0.053863062500013825
138.0,0.054049650000010274
139.0,0.05423858750002353
140.0,0.05442332500000191
141.0,0.054604962500022225
142.0,0.054787187500025425
143.0,0.054971550000033176
144.0,0.04840687500002616
145.0,0.049528462500020964
146.0,0.05065088750001223
147.0,0.050836037499990994
148.0,0.04486436249999315
149.0,0.046875999999997475
150.0,0.04794516249999958
151.0,0.048123787500003345
152.0,0.04127883749998773
153.0,0.048369571428565905
154.0,0.048550742857141164
155.0,0.0487454428571417
156.0,0.04892269999998332
157.0,0.049096442857132515
158.0,0.0492813714285733
159.0,0.04945958571426802
160.0,0.04965214285714735
161.0,0.050974100000027125
162.0,0.051157528571414854
163.0,0.05134015714285007
164.0,0.05151869999997416
165.0,0.05274264285714837
166.0,0.0529232714285724
167.0,0.05313051428572635
168.0,0.05332577142857125
169.0,0.053518314285692474
170.0,0.05370504285713196
171.0,0.053887871428563425
172.0,0.054075914285720374
173.0,0.05320423333332277
174.0,0.05338965000000447
175.0,0.053569933333354434
176.0,0.05375963333331887
177.0,0.053934400000021775
178.0,0.05411390000002333
179.0,0.05429066666666434
180.0,0.05448235000000068
181.0,0.05857284000001073
182.0,0.058771800000045005
183.0,0.058972760000028754
184.0,0.05917152000001806
185.0,0.059363040000016555
186.0,0.05956880000001093
187.0,0.05977072000002863
188.0,0.0599672400000145
189.0,0.06016640000002553
190.0,0.06036133999998583
191.0,0.047511320000035086
192.0,0.04935084000001098
193.0,0.05117614000000685
194.0,0.05139644000003045
195.0,0.051624040000024254
196.0,0.053450480000037714
197.0,0.05366836000002877
198.0,0.053884860000039225
199.0,0.054124359999991614
200.0,0.05435878000002958
201.0,0.05455418000001373
202.0,0.054735260000006745
203.0,0.054919520000021295
204.0,0.07140486666666372
205.0,0.07164750000000215
206.0,0.0718743000000283
207.0,0.04877433333335072
208.0,0.05177183333338083
209.0,0.05495286666666743
210.0,0.05515116666670868
211.0,0.05535083333336388
212.0,0.05834163333338438
213.0,0.05854003333335337
214.0,0.05873113333332943
215.0,0.05893386666669661
216.0,0.05912743333332552
217.0,0.059318533333339474
218.0,0.059507533333354935
219.0,0.059706400000019734
220.0,0.03259106666674446
221.0,0.03961290000000872
222.0,0.044358300000055806
223.0,0.04453665000005458
224.0,0.044727249999994
225.0,0.04923125000004803
226.0,0.049429099999997554
227.0,0.04960650000003852
228.0,0.04980645000006234
229.0,0.050001050000048515
230.0,0.05017520000006925
231.0,0.05035835000001043
232.0,0.05053120000002309
233.0,0.050710949999995585
234.0,0.05096515000002455
235.0,0.05119060000004083
236.0,0.05138915000003407
237.0,0.05656909999999016
238.0,0.05677420000000666
239.0,0.05698005000004969
240.0,0.057165050000037354
241.0,0.05734280000007175
242.0,0.057529600000009395
243.0,0.05770700000005036
244.0,0.05788825000001907
245.0,0.058067950000065593
246.0,0.05825055000008206
247.0,0.058430250000014894
248.0,0.02015305000003309
249.0,0.0249846500000217
250.0,0.029439800000034207
251.0,0.029557500000009895
252.0,0.029693150000014157
253.0,0.03498780000001034
254.0,0.03510710000000472
255.0,0.035218200000031175
256.0,0.041053600000054764
257.0,0.04117780000001403
258.0,0.04129250000005413
259.0,0.041407100000014914
260.0,0.04153340000004846
261.0,0.04165069999999105
262.0,0.0417658000000074
263.0,0.04188220000003184
264.0,0.04201310000007652
265.0,0.04213100000004033
266.0,0.04224990000000162
267.0,0.0423811000000569
268.0,0.04250230000002375
269.0,0.04262290000008306
270.0,0.042755800000009
271.0,0.0428805999999895
272.0,0.04300360000002002
273.0,0.04313690000003589
274.0,0.04326390000005631
275.0,0.04338749999999436
276.0,0.04351210000004357
277.0,0.04364870000006249
278.0,0.043775200000027326
279.0,0.04390200000000277
280.0,0.0440413000000035
281.0,0.04417160000002696
