FEvals,Fitness
0.0,1380.8559100355549
2.0,1322.5598991426866
3.0,1294.070165093823
4.0,1320.0206267281392
5.0,1304.452647473338
6.0,1226.5229481319438
7.0,1260.878755602387
8.0,1190.8388469175084
9.0,1211.4908434463318
10.0,1127.3853984442133
11.0,1148.2090427244232
12.0,1102.3715074232284
13.0,1185.2735915276317
14.0,1151.8683480008026
15.0,1130.0614043326564
16.0,1100.0315813662835
17.0,1048.5158182834691
18.0,1091.780542950754
19.0,1091.780542950754
20.0,1122.1454832720033
21.0,1075.3669309596178
22.0,1039.5215856531056
23.0,999.4776340862296
24.0,997.4934872882274
25.0,1093.5355283528231
26.0,940.8299543819041
27.0,1073.5380578920979
28.0,1132.4624593786302
29.0,1066.0924995641992
30.0,1004.347487083688
31.0,1064.8675458570967
32.0,1064.4277549337214
33.0,990.1655631136877
34.0,1083.1806906840097
35.0,981.3115140553618
36.0,1012.219194964989
37.0,972.5573418958866
38.0,1128.9236747523166
39.0,903.986802103137
40.0,1001.3687993075432
41.0,922.9148957354873
42.0,976.778903351717
43.0,981.722194331549
44.0,920.0648753738242
45.0,966.186802353943
46.0,991.0827998068686
47.0,1008.0835589064027
48.0,963.4964429781154
49.0,1004.9165297164958
50.0,949.6262036735321
51.0,913.1428597778726
52.0,951.0075222172381
53.0,939.4216444603056
54.0,939.4216444603056
55.0,939.4216444603056
56.0,949.5768812910435
57.0,935.9075425028446
58.0,946.7905998682851
59.0,935.8528564009489
60.0,899.2127076298914
61.0,905.7303462656891
62.0,905.7303462656891
63.0,841.7422010923425
64.0,841.7422010923425
65.0,841.7422010923425
66.0,834.3547334471748
67.0,823.0547385052738
68.0,823.0547385052738
69.0,823.0547385052738
70.0,834.7247170117562
71.0,834.7247170117562
72.0,800.4547486214723
74.0,718.6772744381386
75.0,718.6772744381386
76.0,718.6772744381386
77.0,718.6772744381386
78.0,718.6772744381386
79.0,718.6772744381386
80.0,718.6772744381386
81.0,718.6772744381386
82.0,718.6772744381386
83.0,718.6772744381386
84.0,718.6772744381386
86.0,1624.0347391480468
88.0,1595.4711629648614
90.0,1567.5217609070223
92.0,1542.8762915125644
94.0,1476.8443185024435
96.0,1457.6562948745031
98.0,1272.282116326216
100.0,1267.995962006324
101.0,1267.995962006324
102.0,1267.995962006324
103.0,1267.995962006324
104.0,1267.995962006324
105.0,1267.995962006324
106.0,1267.995962006324
107.0,1267.995962006324
109.0,1208.9335447401972
110.0,1208.9335447401972
112.0,1201.9567492679566
113.0,1201.9567492679566
114.0,1201.9567492679566
115.0,1201.9567492679566
116.0,1201.9567492679566
118.0,1166.839815704473
119.0,1166.839815704473
120.0,1166.839815704473
121.0,1166.839815704473
122.0,1166.839815704473
123.0,1166.839815704473
125.0,951.5227220268233
126.0,951.5227220268233
127.0,951.5227220268233
128.0,951.5227220268233
130.0,945.9222948394806
131.0,945.9222948394806
132.0,945.9222948394806
133.0,945.9222948394806
134.0,945.9222948394806
135.0,945.9222948394806
136.0,945.9222948394806
137.0,945.9222948394806
138.0,945.9222948394806
139.0,945.9222948394806
140.0,945.9222948394806
