Iteration,Time
0.0,0.0001656406248002895
1.0,0.0016555938749434063
2.0,0.0027922396247959114
3.0,0.0028217447500082926
4.0,0.0028440313752753354
5.0,0.003850239624966889
6.0,0.0038791251246266256
7.0,0.0039011563751500944
8.0,0.003924849125155561
9.0,0.003948041750049924
10.0,0.003970260499727374
11.0,0.003991432499901748
12.0,0.004100150066490945
13.0,0.004203175133322172
14.0,0.00428555853322905
15.0,0.004306836133522059
16.0,0.004240497214271143
17.0,0.005352451999897312
18.0,0.005452208461205233
19.0,0.005692899333477423
20.0,0.0057964930832289
21.0,0.006076602272680082
22.0,0.00627330327254392
23.0,0.0063940742219428005
24.0,0.0065603564443234876
25.0,0.006727305555715348
26.0,0.006609338749967719
27.0,0.006631739750218912
28.0,0.006935069333546077
29.0,0.0062893251997593325
30.0,0.006629708499531262
31.0,0.006654729500041867
32.0,0.0066773127498436224
33.0,0.006700427000168929
34.0,0.0067275834999236395
35.0,0.0067505732495192206
36.0,0.0067734062502040615
37.0,0.006802896000181136
38.0,0.00682839599971885
39.0,0.006727319333246366
40.0,0.006750069666547158
41.0,0.006775999999566314
42.0,0.0067987640001471545
43.0,0.006821805666428797
44.0,0.007571479000034742
45.0,0.005424166999546287
46.0,0.005447707999337581
47.0,0.005479957999341423
48.0,0.0055034580000210545
49.0,0.0055271249993893426
50.0,0.0055507499992017975
51.0,0.005574999999225838
52.0,0.005599332999736362
53.0,0.005632916999275039
54.0,0.005657332999362552
55.0,0.005681791999450071
56.0,0.0057061249999605925
57.0,0.005730832999688572
58.0,0.005755416999818408
59.0,0.005789249999907042
60.0,0.0058194579996779785
61.0,0.005844624999554071
62.0,0.005869957999493636
63.0,0.005895457999940845
64.0,0.005920791999415087
65.0,0.007058332999804406
66.0,0.0070893329993850784
67.0,0.007117374999324966
68.0,0.007144582999899284
69.0,0.00717149999945832
