Iteration,Fitness
0,1380.8559100355549
1,1053.0315233098586
2,1000.2786799314814
3,942.3316721579723
4,919.8758905964686
5,913.1632879382124
6,893.0657687259991
7,890.2526176967531
8,870.9372577097649
9,870.6578995701234
10,865.2567308993059
11,865.2567308993059
12,845.8070475747261
13,845.8070475747261
14,845.7368471359458
15,844.3563831135493
16,839.5443060819711
17,830.7560642758702
18,825.806637215815
19,825.806637215815
20,815.3694891941534
21,815.3694891941534
22,815.3694891941534
23,815.3694891941534
24,810.4200621340982
25,810.4200621340982
26,810.4200621340982
27,810.4200621340982
28,805.2982371896871
29,803.536276437395
30,803.536276437395
31,803.536276437395
32,799.4541276141722
33,799.3839271753919
34,799.3839271753919
35,799.3839271753919
36,799.3839271753919
37,799.3839271753919
38,799.3839271753919
39,799.3839271753919
40,799.3839271753919
41,799.3839271753919
42,799.3839271753919
43,790.3303747626178
44,790.3303747626178
45,790.3303747626178
46,790.3303747626178
47,784.1777094246125
48,784.1777094246125
49,784.1777094246125
50,784.1777094246125
51,773.9555251516958
52,773.9555251516958
53,763.5273640131779
54,763.5273640131779
55,763.5273640131779
56,763.5273640131779
57,763.5273640131779
58,763.1301581180307
59,763.1301581180307
60,763.1301581180307
61,753.0004697362594
62,753.0004697362594
63,753.0004697362594
64,746.00530115442
65,746.00530115442
66,746.00530115442
67,746.00530115442
68,739.0101325725806
69,739.0101325725806
70,739.0101325725806
71,739.0101325725806
72,739.0101325725806
73,737.6296685501841
74,737.6296685501841
75,737.6296685501841
76,737.6296685501841
77,737.6296685501841
78,737.6296685501841
79,737.6296685501841
80,737.6296685501841
81,737.6296685501841
82,732.6802414901289
83,732.6802414901289
84,732.6802414901289
85,732.6802414901289
86,732.6802414901289
87,732.6802414901289
88,732.6802414901289
89,732.6802414901289
90,732.6802414901289
91,732.6802414901289
92,732.6802414901289
93,732.6802414901289
94,732.6802414901289
95,732.6802414901289
96,732.6802414901289
97,732.6802414901289
98,732.6802414901289
99,732.6802414901289
100,732.6802414901289
101,732.6802414901289
102,732.6802414901289
103,732.6802414901289
104,732.6802414901289
105,732.6802414901289
106,732.6802414901289
107,732.6802414901289
108,732.6802414901289
109,732.6802414901289
110,732.6802414901289
111,732.6802414901289
112,732.6802414901289
113,732.6802414901289
114,732.6802414901289
115,732.6802414901289
116,732.6802414901289
117,732.6802414901289
118,732.6802414901289
119,732.6802414901289
120,732.6802414901289
121,732.6802414901289
122,732.6802414901289
123,732.6802414901289
124,732.6802414901289
125,732.6802414901289
126,732.6802414901289
127,732.6802414901289
128,732.6802414901289
129,732.6802414901289
130,732.6802414901289
131,732.6802414901289
132,732.6802414901289
133,732.6802414901289
134,725.6850729082894
135,725.6850729082894
136,725.6850729082894
137,725.6850729082894
138,725.6850729082894
139,725.6850729082894
140,725.6850729082894
141,725.6850729082894
142,725.6850729082894
143,725.6850729082894
144,725.6850729082894
145,725.6850729082894
146,725.6850729082894
147,725.6850729082894
148,725.6850729082894
149,725.6850729082894
150,725.6850729082894
151,725.6850729082894
152,725.6850729082894
153,725.6850729082894
154,725.6850729082894
155,725.6850729082894
156,725.6850729082894
157,718.6772744381386
158,718.6772744381386
159,718.6772744381386
160,718.6772744381386
161,718.6772744381386
162,718.6772744381386
163,718.6772744381386
164,718.6772744381386
165,718.6772744381386
166,718.6772744381386
167,718.6772744381386
168,718.6772744381386
169,718.6772744381386
170,718.6772744381386
171,718.6772744381386
172,718.6772744381386
173,718.6772744381386
174,718.6772744381386
175,718.6772744381386
176,718.6772744381386
177,718.6772744381386
178,718.6772744381386
179,718.6772744381386
180,718.6772744381386
181,718.6772744381386
182,718.6772744381386
183,718.6772744381386
184,718.6772744381386
185,718.6772744381386
186,718.6772744381386
187,718.6772744381386
188,718.6772744381386
189,718.6772744381386
190,718.6772744381386
191,718.6772744381386
192,718.6772744381386
193,718.6772744381386
194,718.6772744381386
195,718.6772744381386
196,718.6772744381386
197,718.6772744381386
198,718.6772744381386
199,718.6772744381386
200,718.6772744381386
201,718.6772744381386
202,718.6772744381386
203,718.6772744381386
204,718.6772744381386
205,718.6772744381386
206,718.6772744381386
