FEvals,Fitness
50.0,1380.8559100355549
101.0,1002.2105229646652
102.0,994.795922972901
152.0,1002.2105229646652
153.0,969.552165876842
154.0,946.5036924529534
204.0,907.5887297438431
205.0,942.8189930921966
206.0,849.4145723170334
255.0,907.5887297438431
256.0,930.0165998836463
257.0,906.5223591234655
306.0,907.5887297438431
307.0,930.0165998836463
308.0,849.4145723170334
309.0,860.5934427354154
357.0,907.5887297438431
358.0,930.0165998836463
359.0,849.4145723170334
360.0,860.5934427354154
408.0,907.5887297438431
409.0,930.0165998836463
410.0,849.4145723170334
411.0,860.5934427354154
459.0,907.5887297438431
460.0,930.0165998836463
461.0,849.4145723170334
462.0,860.5934427354154
510.0,907.5887297438431
511.0,943.5286392559692
512.0,824.6117331505723
513.0,860.5934427354154
561.0,907.5887297438431
562.0,943.5286392559692
563.0,824.6117331505723
564.0,860.5934427354154
612.0,907.5887297438431
613.0,943.5286392559692
614.0,824.6117331505723
615.0,860.5934427354154
663.0,907.5887297438431
664.0,943.5286392559692
665.0,824.6117331505723
666.0,860.5934427354154
714.0,907.5887297438431
715.0,943.5286392559692
716.0,824.6117331505723
717.0,860.5934427354154
765.0,907.5887297438431
766.0,943.5286392559692
767.0,824.6117331505723
768.0,860.5934427354154
816.0,907.5887297438431
817.0,943.5286392559692
818.0,824.6117331505723
819.0,860.5934427354154
867.0,907.5887297438431
868.0,943.5286392559692
869.0,824.6117331505723
870.0,860.5934427354154
918.0,907.5887297438431
919.0,943.5286392559692
920.0,824.6117331505723
921.0,860.5934427354154
969.0,907.5887297438431
970.0,943.5286392559692
971.0,824.6117331505723
972.0,860.5934427354154
1020.0,907.5887297438431
1021.0,943.5286392559692
1022.0,824.6117331505723
1023.0,860.5934427354154
1071.0,907.5887297438431
1072.0,943.5286392559692
1073.0,849.4145723170334
1074.0,819.9902440737751
1122.0,907.5887297438431
1123.0,943.5286392559692
1124.0,849.4145723170334
1125.0,819.9902440737751
1173.0,907.5887297438431
1174.0,943.5286392559692
1175.0,849.4145723170334
1176.0,819.9902440737751
1224.0,907.5887297438431
1225.0,943.5286392559692
1226.0,849.4145723170334
1227.0,819.9902440737751
1275.0,907.5887297438431
1276.0,943.5286392559692
1277.0,849.4145723170334
1278.0,819.9902440737751
1326.0,907.5887297438431
1327.0,943.5286392559692
1328.0,849.4145723170334
1329.0,819.9902440737751
1377.0,907.5887297438431
1378.0,943.5286392559692
1379.0,849.4145723170334
1380.0,819.9902440737751
1428.0,907.5887297438431
1429.0,943.5286392559692
1430.0,849.4145723170334
1431.0,819.9902440737751
1479.0,907.5887297438431
1480.0,943.5286392559692
1481.0,849.4145723170334
1482.0,819.9902440737751
1530.0,907.5887297438431
1531.0,943.5286392559692
1532.0,849.4145723170334
1533.0,819.9902440737751
1581.0,907.5887297438431
1582.0,943.5286392559692
1583.0,849.4145723170334
1584.0,819.9902440737751
1632.0,907.5887297438431
1633.0,943.5286392559692
1634.0,849.4145723170334
1635.0,819.9902440737751
1683.0,907.5887297438431
1684.0,943.5286392559692
1685.0,849.4145723170334
1686.0,819.9902440737751
