,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_learning_rate,param_restarts,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.3537053108215331,0.017778396292211618,0.0028106689453125,0.0013976506943356808,relu,[68],0.001,1,"{'activation': <function relu at 0x108ed3f40>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'restarts': 1}",0.8774202908071651,0.8763005332006589,0.8725119549929675,0.8762501933596772,0.8787918801996152,0.8762549705120168,0.0020883556262734364,2,0.8768725951913592,0.8775022968830751,0.8771752047381998,0.8762383972772279,0.8756175166515857,0.8766812021482895,0.0006756285087235594
1,3.5291906356811524,0.23973098971356757,0.0015401840209960938,0.00013721903721604023,relu,[68],0.001,5,"{'activation': <function relu at 0x108ed3f40>, 'hidden_layer_sizes': [68], 'learning_rate': 0.001, 'restarts': 5}",0.8962014891996666,0.8875422469097168,0.8812602054767765,0.8949960624015599,0.8987849721254519,0.8917569952226344,0.006443356897735733,1,0.8912489804651657,0.893437885040321,0.8934268315921784,0.8915420050718038,0.8896690616336471,0.891864952760623,0.001429631865970587
