FEvals,Time
0.0,3.129687479486165e-05
1.0,0.0010769084000003203
2.0,0.0016460594284321165
3.0,0.002068652666480375
4.0,0.0021198609998312654
5.0,0.002433484374762429
6.0,0.002638116599746354
7.0,0.0028824759999679372
8.0,0.0030241605711580632
9.0,0.0030211041247980575
10.0,0.00303800585701148
11.0,0.003042682124799967
12.0,0.003026839428392642
13.0,0.0030493749998640853
14.0,0.0030729582499589014
15.0,0.003095499857084048
16.0,0.003100743857008378
17.0,0.0031059323749218493
18.0,0.003407104333253604
19.0,0.0035381545711905865
20.0,0.0037149637498714583
21.0,0.003951400874825595
22.0,0.00409282728557108
23.0,0.004093234250007072
24.0,0.004122958285604129
25.0,0.004117322749749519
26.0,0.004129968624766889
27.0,0.0041425416249012414
28.0,0.004155218749843925
29.0,0.004167963499924099
30.0,0.004180822749759727
31.0,0.004222440571343863
32.0,0.0042058176249213375
33.0,0.004219036499904405
34.0,0.00423241662485907
35.0,0.004258351142782756
36.0,0.004258156249875356
37.0,0.004281904857017642
38.0,0.004284244624841449
39.0,0.004298052124909191
40.0,0.004325791571448333
41.0,0.004324760374771586
42.0,0.004340916499756986
43.0,0.004355265499839334
44.0,0.004405951333145215
45.0,0.004399345142798795
46.0,0.004394775999827516
47.0,0.0044094271248695804
48.0,0.004424051999905032
49.0,0.004438854124913405
50.0,0.0044538646249066005
51.0,0.004470854124889456
52.0,0.0044581665713069795
53.0,0.004500041624794449
54.0,0.0045345297140621755
55.0,0.004559850999904873
56.0,0.004545910428435361
57.0,0.004558025999898518
58.0,0.004573911249963203
59.0,0.0045898021248831355
60.0,0.00460586462489232
61.0,0.004622005124900852
62.0,0.004638343749746809
63.0,0.004654895999834707
64.0,0.004671499999858497
65.0,0.004688104000081239
66.0,0.004967520749858068
67.0,0.004985286249819865
68.0,0.0051346403747629665
69.0,0.005152400999918427
70.0,0.005306078124846181
71.0,0.005601369749768992
72.0,0.005912547428416863
73.0,0.005906432249958016
74.0,0.005882755714245442
75.0,0.005942192749785136
76.0,0.005960786499827009
77.0,0.0059792864998087225
78.0,0.005998218624796436
79.0,0.006029160714108782
80.0,0.00603390099979606
81.0,0.006052984249890869
82.0,0.006072114624743108
83.0,0.006091213499814785
84.0,0.0061106403748283356
85.0,0.006130067624951607
86.0,0.006149239624818392
87.0,0.006168572874855727
88.0,0.00618804149985408
89.0,0.006207577999816749
90.0,0.006227218749813801
91.0,0.0062469947498868805
92.0,0.006266916499924946
93.0,0.0062868801248328054
94.0,0.0063072967499238075
95.0,0.006327447874895142
96.0,0.006347791624847332
97.0,0.0063704531248731655
98.0,0.006391119749764584
99.0,0.006437249856974502
100.0,0.006432473999950616
101.0,0.006492517714182863
102.0,0.006472562499880041
103.0,0.006493661374918247
104.0,0.006514911624805109
105.0,0.006536244749923981
106.0,0.006560411374891828
107.0,0.006582093749756268
108.0,0.005912676999855648
109.0,0.006623797571202366
110.0,0.006069729249901457
111.0,0.006090703249753915
112.0,0.006111473874966578
113.0,0.006243208374883125
114.0,0.0062651977498546785
115.0,0.005527718624790623
116.0,0.006187476142713422
117.0,0.00572646349974093
118.0,0.006137648856922949
119.0,0.005765484499818285
120.0,0.006172083499829266
121.0,0.00591260924971948
122.0,0.006856374833281127
123.0,0.005951166624896587
124.0,0.00584535699983592
125.0,0.005990578124936974
126.0,0.006011739624796064
127.0,0.006148406249991467
128.0,0.0064751308569676825
129.0,0.0061911093748108215
130.0,0.00621346862487826
131.0,0.0061143094284099265
132.0,0.006253739624838772
133.0,0.006186755856950705
134.0,0.00641139587500561
135.0,0.006433645749922334
136.0,0.0063519464284321914
137.0,0.006475838499795827
138.0,0.006500338374820558
139.0,0.006523531124940973
140.0,0.0065459582498874624
141.0,0.006909047714121438
142.0,0.006589463624919745
143.0,0.00661205199980941
144.0,0.006635744874841976
145.0,0.006658598749709199
146.0,0.0066046605711237915
147.0,0.006701791624948328
148.0,0.0067251249998605545
149.0,0.006748958249971793
150.0,0.006772421874927659
151.0,0.006797025999844664
152.0,0.00682058312480649
153.0,0.006846411249824769
154.0,0.0068704478748600195
155.0,0.006894583249959396
156.0,0.0069192187497719715
157.0,0.006943723999853546
158.0,0.006968265624891501
159.0,0.007357083285374496
160.0,0.007015609374917631
161.0,0.007376981999836322
162.0,0.0070675156248682924
163.0,0.007464821285501395
164.0,0.0071179687498101885
165.0,0.0071436926249077715
166.0,0.007169260499864549
167.0,0.0071950572498167276
168.0,0.007222312374864259
169.0,0.007250609249865647
170.0,0.007278202999827954
171.0,0.007304593749864807
172.0,0.007330989624932727
173.0,0.007357557374888302
174.0,0.007299934428276954
175.0,0.007408713374786657
176.0,0.006487317624930711
177.0,0.0066674636248365005
178.0,0.0066925052500153015
179.0,0.006847848874798501
180.0,0.006980093624832762
181.0,0.0070057134998364745
182.0,0.007030843749816995
183.0,0.007755886857077192
184.0,0.007187340166600127
185.0,0.007236734374885145
186.0,0.007262213374986004
187.0,0.007071732142808936
188.0,0.00788783328565452
189.0,0.007336369749765481
190.0,0.0079436787141276
191.0,0.007386744749823038
192.0,0.007413453124854641
193.0,0.007222470142746066
194.0,0.007464218624960495
195.0,0.007607187499928614
196.0,0.007635000124849967
197.0,0.007661609374963518
198.0,0.0076883644998133605
199.0,0.00794125571405857
200.0,0.008225125142806584
201.0,0.006775708124990842
202.0,0.007614362714191104
203.0,0.006601726142662301
204.0,0.006956359249841171
205.0,0.006980963499984227
206.0,0.007960222166502717
207.0,0.007134968749880954
208.0,0.007161848999800213
209.0,0.007188103999936857
210.0,0.0072135676248876734
211.0,0.007851285571242832
212.0,0.00766012499989951
213.0,0.0072876822498244564
214.0,0.007398809428455675
215.0,0.0077414404285523885
216.0,0.0073614687499343745
217.0,0.007387374749839637
218.0,0.007413322749869167
219.0,0.007439953124787735
220.0,0.007707374999881722
221.0,0.007600249999768494
222.0,0.007626770874907152
223.0,0.008178648714062677
224.0,0.007823703124870462
225.0,0.007993275999837124
226.0,0.007073803428478901
227.0,0.007194932249944941
228.0,0.007220484249899073
229.0,0.008842534666465932
230.0,0.007413380124830837
231.0,0.008209446285621067
232.0,0.007572817624861727
233.0,0.007597864499786056
234.0,0.008461511999972313
235.0,0.008392833285532626
236.0,0.007739297571203808
237.0,0.00813286974988614
238.0,0.00698198437490305
239.0,0.007850309428606903
240.0,0.007283427124946229
241.0,0.0090971181665509
242.0,0.007938112999811762
243.0,0.008129666714239647
244.0,0.0076243434998843895
245.0,0.007648062249757004
246.0,0.007672796874885535
247.0,0.007807307250004669
248.0,0.007980020749840833
249.0,0.008003442499870062
250.0,0.008026703124841106
251.0,0.008050541624726293
252.0,0.00850807742845713
253.0,0.008247442749876654
254.0,0.00827280225001914
255.0,0.008296588624858714
256.0,0.008434880124923438
257.0,0.00845895824986087
258.0,0.00912445857131518
259.0,0.00850591137492529
260.0,0.008530468874852204
261.0,0.00855481762494037
262.0,0.00857907799985469
263.0,0.008604515624824671
264.0,0.00862954674988714
265.0,0.008654234499886115
266.0,0.008679020749838173
267.0,0.008913223874827736
268.0,0.009807214285631614
269.0,0.009181937499960213
270.0,0.009207650999826456
271.0,0.009233994749877183
272.0,0.009392676999794958
273.0,0.00941897912483114
274.0,0.009447510249970037
275.0,0.009476817499773915
276.0,0.008503339285653055
277.0,0.008099671749732806
278.0,0.008678535571269614
279.0,0.008144072874898711
280.0,0.008275062374821118
281.0,0.00829802087488929
282.0,0.008320723999815982
283.0,0.008343604124974036
284.0,0.008366624999808892
285.0,0.008389598999769987
286.0,0.008413270874768841
287.0,0.00843641662487471
288.0,0.009250035571312765
289.0,0.008651551999918183
290.0,0.008675577999753159
291.0,0.008699619624906063
292.0,0.00872353649972979
293.0,0.009246493999723628
294.0,0.008880124874906414
295.0,0.009041015624887905
296.0,0.009065687374885556
297.0,0.009090145749865997
298.0,0.009114775999790936
299.0,0.009139952999845491
300.0,0.009339317624863952
301.0,0.009364739499858388
302.0,0.009389895874903686
303.0,0.009415088624791679
304.0,0.009440874874940164
305.0,0.009466270874838756
306.0,0.00949171862484377
307.0,0.009650145749844796
308.0,0.008756981857037058
309.0,0.008782142857041566
310.0,0.008807303571204881
311.0,0.008832499857037743
312.0,0.008857737856975032
313.0,0.009274486166456578
314.0,0.00890555928555971
315.0,0.008931214142778896
316.0,0.008957660714064073
317.0,0.009446041666478777
318.0,0.009008119142760864
319.0,0.009547389166527864
320.0,0.009057952285534807
321.0,0.009084285714184912
322.0,0.007015922571196954
323.0,0.007238006833063082
324.0,0.007186499999891437
325.0,0.007207987999858493
326.0,0.005730534666478586
327.0,0.00811018049997377
328.0,0.0073936189999130875
329.0,0.007507805499813003
330.0,0.007434916571095788
331.0,0.007967249832934916
332.0,0.00764090283329703
333.0,0.007497493999673159
334.0,0.007519797571311366
335.0,0.0075430417140783645
336.0,0.00832061783315415
337.0,0.007589892857043067
338.0,0.007612720142723057
339.0,0.008394652833165614
340.0,0.00765711899985685
341.0,0.00781462514273049
342.0,0.007985202428374447
343.0,0.008009952285614677
344.0,0.008033708142745257
345.0,0.008060702428338118
346.0,0.008084672713981231
347.0,0.008108648714141964
348.0,0.008132684428541584
349.0,0.008157476142676907
350.0,0.00818197614262317
351.0,0.008206874856926203
352.0,0.008232178571331262
353.0,0.00845755957133016
354.0,0.008216659499794334
355.0,0.009045741599902613
356.0,0.008262784666461206
357.0,0.00828715266660159
358.0,0.00831157649982591
359.0,0.00833615983325823
360.0,0.009178649999967092
361.0,0.008383277666477321
362.0,0.008409791499843777
363.0,0.008434770666705541
364.0,0.008459854166479394
365.0,0.00848510416638722
366.0,0.008512763833171752
367.0,0.00853934016652147
368.0,0.00856612499997785
369.0,0.008591756833084219
370.0,0.009114266599954134
371.0,0.009484666599973934
372.0,0.008664590333182787
373.0,0.008691534666544007
374.0,0.008718444666442338
375.0,0.008744749999777923
376.0,0.008771194499937943
377.0,0.008797805500080358
378.0,0.00882456250000511
379.0,0.008852138833276513
380.0,0.008879131999795694
381.0,0.008906187666563406
382.0,0.008933888833174327
383.0,0.008961284666573496
384.0,0.008988812499751475
385.0,0.009020645999877766
386.0,0.009048298499919838
387.0,0.009077742999958597
388.0,0.009107152666501861
389.0,0.00913577766649117
390.0,0.01005429999995613
391.0,0.009189569499881145
392.0,0.009218000166583806
393.0,0.00942792349985666
394.0,0.009457117999810786
395.0,0.009486152666492368
396.0,0.009515243166598944
397.0,0.00954438199986877
398.0,0.009573541666441088
399.0,0.009604312499808051
400.0,0.009633833333168695
401.0,0.009664617999874281
402.0,0.00969418083320761
403.0,0.009965069666426038
404.0,0.010222291666536876
405.0,0.010476652666511654
406.0,0.010507951499751774
407.0,0.0105400903332414
408.0,0.010800583166693892
409.0,0.010832909666532942
410.0,0.010863819333356636
411.0,0.011655383199922653
412.0,0.010922618166622064
413.0,0.010953576499825127
414.0,0.010984777666484055
415.0,0.01101600699989073
416.0,0.011047659499922702
417.0,0.011079791833253694
