Iteration,Fitness
0,13.875
1,33.75
2,35.75
3,36.25
4,36.375
5,37.375
6,37.5
7,37.75
8,37.875
9,38.25
10,38.375
11,38.375
12,38.625
13,39.42857142857143
14,40.166666666666664
15,40.666666666666664
16,41.0
17,42.0
18,42.0
19,42.0
20,42.0
21,42.5
22,42.5
23,44.0
24,44.5
25,44.5
26,44.5
27,44.5
28,44.0
29,44.0
30,44.0
31,44.0
