Iteration,Fitness
0,13.875
1,36.625
2,38.375
3,39.875
4,41.375
5,41.875
6,41.875
7,41.875
8,41.875
9,41.875
10,41.875
11,41.875
12,42.142857142857146
13,42.166666666666664
14,42.166666666666664
15,43.25
