Iteration,FEvals
0.0,0.0
1.0,104.5625
2.0,105.9375
3.0,107.1875
4.0,108.3125
5.0,109.5625
6.0,110.8125
7.0,111.9375
8.0,113.0
9.0,114.1875
10.0,115.25
11.0,116.375
12.0,117.4375
13.0,118.75
14.0,120.0625
15.0,121.125
16.0,122.25
17.0,123.25
18.0,124.375
19.0,125.4375
20.0,126.5625
21.0,127.5625
22.0,128.625
23.0,129.625
24.0,130.625
25.0,131.6875
26.0,132.6875
27.0,133.6875
28.0,134.75
29.0,135.75
30.0,136.875
31.0,137.9375
32.0,138.9375
33.0,140.0
34.0,141.0625
35.0,142.25
36.0,143.3125
37.0,144.4375
38.0,145.4375
39.0,146.5
40.0,147.625
41.0,148.6875
42.0,149.6875
43.0,150.6875
44.0,151.75
45.0,152.8125
46.0,153.8125
47.0,154.9375
48.0,156.0
49.0,157.0
50.0,158.125
51.0,159.125
52.0,160.1875
53.0,161.25
54.0,162.25
55.0,163.3125
56.0,164.3125
57.0,165.3125
58.0,166.3125
59.0,167.3125
60.0,168.3125
61.0,169.3125
62.0,170.375
63.0,171.4375
64.0,172.4375
65.0,173.5
66.0,174.5
67.0,175.5
68.0,176.5625
69.0,177.625
70.0,178.6875
71.0,179.6875
72.0,180.6875
73.0,181.6875
74.0,182.6875
75.0,183.6875
76.0,184.75
77.0,185.8125
78.0,186.8125
79.0,187.8125
80.0,188.8125
81.0,189.8125
82.0,190.8125
83.0,191.8125
84.0,192.875
85.0,193.875
86.0,194.9375
87.0,196.0
88.0,197.0
89.0,198.0
90.0,199.125
91.0,200.1875
92.0,201.1875
93.0,202.25
94.0,203.25
95.0,204.3125
96.0,205.4375
97.0,206.4375
98.0,207.4375
99.0,208.4375
100.0,209.4375
101.0,210.5
102.0,211.5
103.0,212.5
104.0,213.5
105.0,214.5625
106.0,215.5625
107.0,223.86666666666667
108.0,224.86666666666667
109.0,225.86666666666667
110.0,226.86666666666667
111.0,227.86666666666667
112.0,228.86666666666667
113.0,229.86666666666667
114.0,239.21428571428572
115.0,240.28571428571428
116.0,241.35714285714286
117.0,242.42857142857142
118.0,243.42857142857142
119.0,244.5
120.0,245.5
121.0,246.5
122.0,247.5
123.0,248.5
124.0,249.5
125.0,250.5
126.0,251.57142857142858
127.0,252.64285714285714
128.0,253.64285714285714
129.0,254.64285714285714
130.0,255.64285714285714
131.0,256.7142857142857
132.0,257.7142857142857
133.0,258.7857142857143
134.0,259.7857142857143
135.0,260.7857142857143
136.0,261.7857142857143
137.0,262.7857142857143
138.0,263.85714285714283
139.0,264.85714285714283
140.0,265.85714285714283
141.0,266.85714285714283
142.0,267.85714285714283
143.0,268.85714285714283
144.0,269.85714285714283
145.0,270.85714285714283
146.0,271.85714285714283
147.0,272.85714285714283
148.0,273.85714285714283
149.0,274.85714285714283
150.0,275.85714285714283
151.0,276.85714285714283
152.0,277.85714285714283
153.0,278.85714285714283
154.0,279.85714285714283
155.0,280.85714285714283
156.0,281.85714285714283
157.0,282.85714285714283
158.0,283.85714285714283
159.0,284.85714285714283
160.0,285.85714285714283
161.0,286.85714285714283
162.0,287.85714285714283
163.0,288.85714285714283
164.0,289.85714285714283
165.0,290.92857142857144
166.0,291.92857142857144
167.0,292.92857142857144
168.0,293.92857142857144
169.0,304.0769230769231
170.0,301.0
171.0,302.0
172.0,303.0
173.0,304.0
174.0,305.0
175.0,306.0
176.0,307.0
177.0,308.0
178.0,298.90909090909093
179.0,299.90909090909093
180.0,301.0
181.0,302.0
182.0,303.0
183.0,304.0
184.0,305.0
185.0,306.09090909090907
186.0,307.09090909090907
187.0,308.09090909090907
188.0,309.09090909090907
189.0,310.09090909090907
190.0,311.09090909090907
191.0,312.5
192.0,326.0
193.0,327.0
194.0,328.1111111111111
195.0,329.1111111111111
196.0,330.1111111111111
197.0,306.625
198.0,307.625
199.0,308.625
200.0,309.625
201.0,310.625
202.0,294.14285714285717
203.0,295.14285714285717
204.0,296.14285714285717
205.0,297.2857142857143
206.0,298.2857142857143
207.0,299.2857142857143
208.0,300.2857142857143
209.0,301.2857142857143
210.0,302.42857142857144
211.0,303.42857142857144
212.0,304.42857142857144
213.0,305.42857142857144
214.0,306.42857142857144
215.0,307.42857142857144
216.0,308.42857142857144
217.0,309.42857142857144
218.0,324.5
219.0,325.5
220.0,305.6
221.0,306.6
222.0,307.6
223.0,308.6
224.0,309.6
225.0,310.6
226.0,311.6
227.0,312.6
228.0,313.6
229.0,314.6
230.0,315.6
231.0,316.6
232.0,337.5
233.0,338.5
234.0,281.6666666666667
235.0,282.6666666666667
236.0,283.6666666666667
237.0,284.6666666666667
238.0,285.6666666666667
239.0,286.6666666666667
240.0,287.6666666666667
241.0,288.6666666666667
242.0,289.6666666666667
243.0,290.6666666666667
244.0,291.6666666666667
245.0,292.6666666666667
246.0,293.6666666666667
247.0,294.6666666666667
248.0,295.6666666666667
249.0,296.6666666666667
250.0,297.6666666666667
251.0,298.6666666666667
252.0,299.6666666666667
253.0,300.6666666666667
254.0,301.6666666666667
255.0,302.6666666666667
256.0,303.6666666666667
257.0,304.6666666666667
258.0,305.6666666666667
259.0,306.6666666666667
260.0,307.6666666666667
261.0,308.6666666666667
262.0,309.6666666666667
263.0,310.6666666666667
264.0,311.6666666666667
