Iteration,Time
0.0,0.00046763749998035564
1.0,0.01563696250005364
2.0,0.0297015500000839
3.0,0.0364142250000441
4.0,0.04272125000011329
5.0,0.05557660000002329
6.0,0.06177362500002914
7.0,0.0680470499999899
8.0,0.07419573750007658
9.0,0.0802778625000542
10.0,0.08624851250002052
11.0,0.07662406250000231
12.0,0.0033290124999609816
13.0,0.017197357142874483
14.0,0.02953149999999975
15.0,0.03599044999994779
16.0,0.03823734999991757
17.0,0.051384074999987206
18.0,0.058318675000009534
19.0,0.0645803750000482
20.0,0.07041657499991061
21.0,0.07620312500006321
22.0,0.08200329999999667
23.0,0.09034200000003996
24.0,0.04653254999993806
25.0,0.05620449999992161
26.0,0.014317749999690932
27.0,0.024407249999967462
28.0,0.026837099999738708
29.0,0.03315870000005816
30.0,0.03995390000000043
31.0,0.05369669999981852
