Iteration,Time
0.0,0.0005933875000039279
1.0,0.010301200000014887
2.0,0.018782349999995063
3.0,0.019906275000010965
4.0,0.020904024999993
5.0,0.02869339999998033
6.0,0.029621274999996672
7.0,0.030593325000012328
8.0,0.03155376250002462
9.0,0.03249783749998869
10.0,0.03336736250000172
11.0,0.03430398749999597
12.0,0.03525213749999523
13.0,0.03620042499998988
14.0,0.03314604999999915
15.0,0.03488769999999671
16.0,0.031942428571418144
17.0,0.026108314285693268
18.0,0.02923784285712827
19.0,0.03239002857141519
20.0,0.033634471428562004
21.0,0.03724587999997766
22.0,0.03018507999997837
23.0,0.03273683999998411
24.0,0.026412239999967824
25.0,0.02920633999999609
26.0,0.03204322000001412
27.0,0.03480739999999969
28.0,0.018274575000020832
29.0,0.023480249999977332
30.0,0.027635300000004765
31.0,0.030854499999956413
32.0,0.03407983333333201
33.0,0.043092633333344565
34.0,0.045521266666658754
35.0,0.05784304999991719
36.0,0.06074504999997998
37.0,0.06354689999994889
38.0,0.06641754999998284
39.0,0.0692667499999402
40.0,0.07222149999995509
41.0,0.07448319999991783
42.0,0.07836720000000241
43.0,0.0821786000000202
44.0,0.08614860000000135
45.0,0.09666519999996126
46.0,0.1004034000000047
47.0,0.10423639999999068
48.0,0.10802990000001957
49.0,0.11168499999996584
50.0,0.1154242999999724
51.0,0.11927609999997912
52.0,0.12286440000002585
53.0,0.1264054999999189
54.0,0.13013499999999567
55.0,0.13393759999996746
56.0,0.13751730000001314
