Iteration,Fitness
0.0,13.875
1.0,10.625
2.0,12.625
3.0,13.0
4.0,13.25
5.0,15.1875
6.0,17.3125
7.0,17.6875
8.0,17.75
9.0,18.0625
10.0,18.1875
11.0,18.5
12.0,18.625
13.0,19.5625
14.0,23.3125
15.0,23.375
16.0,23.5625
17.0,23.5625
18.0,25.3125
19.0,25.375
20.0,25.8125
21.0,25.8125
22.0,26.0625
23.0,26.0625
24.0,26.0625
25.0,26.125
26.0,26.125
27.0,26.125
28.0,26.1875
29.0,26.1875
30.0,26.625
31.0,26.75
32.0,26.75
33.0,26.875
34.0,27.125
35.0,27.5625
36.0,27.625
37.0,28.0
38.0,28.0
39.0,28.25
40.0,28.375
41.0,28.5625
42.0,28.5625
43.0,28.5625
44.0,28.625
45.0,30.1875
46.0,30.1875
47.0,30.3125
48.0,30.4375
49.0,30.4375
50.0,30.5625
51.0,30.5625
52.0,30.625
53.0,30.75
54.0,30.75
55.0,31.0
56.0,31.0
57.0,31.0
58.0,31.0
59.0,31.0
60.0,31.0
61.0,31.0
62.0,31.1875
63.0,31.25
64.0,31.25
65.0,31.375
66.0,31.375
67.0,31.375
68.0,31.5625
69.0,31.625
70.0,31.75
71.0,31.75
72.0,31.75
73.0,31.75
74.0,31.75
75.0,31.75
76.0,31.9375
77.0,32.0625
78.0,32.0625
79.0,32.0625
80.0,32.0625
81.0,32.0625
82.0,32.0625
83.0,32.0625
84.0,32.125
85.0,32.125
86.0,32.25
87.0,32.3125
88.0,32.3125
89.0,32.3125
90.0,32.6875
91.0,32.8125
92.0,32.8125
93.0,33.125
94.0,33.125
95.0,33.1875
96.0,33.5
97.0,33.5
98.0,33.5
99.0,33.5
100.0,33.5
101.0,33.5625
102.0,33.5625
103.0,33.5625
104.0,33.5625
105.0,33.8125
106.0,33.8125
107.0,34.06666666666667
108.0,34.06666666666667
109.0,34.06666666666667
110.0,34.06666666666667
111.0,34.06666666666667
112.0,34.06666666666667
113.0,34.06666666666667
114.0,34.42857142857143
115.0,34.57142857142857
116.0,34.642857142857146
117.0,34.785714285714285
118.0,34.785714285714285
119.0,34.857142857142854
120.0,34.857142857142854
121.0,34.857142857142854
122.0,34.857142857142854
123.0,34.857142857142854
124.0,34.857142857142854
125.0,34.857142857142854
126.0,34.92857142857143
127.0,35.142857142857146
128.0,35.142857142857146
129.0,35.142857142857146
130.0,35.142857142857146
131.0,35.42857142857143
132.0,35.42857142857143
133.0,35.642857142857146
134.0,35.642857142857146
