Iteration,Fitness
0.0,5.0
1.0,5.133333333333334
2.0,5.142857142857143
3.0,5.571428571428571
4.0,6.0
5.0,6.071428571428571
6.0,6.071428571428571
7.0,6.214285714285714
8.0,6.428571428571429
9.0,6.571428571428571
10.0,6.571428571428571
11.0,6.75
12.0,7.0
13.0,7.2
14.0,7.333333333333333
15.0,7.333333333333333
16.0,7.4
17.0,7.4
18.0,7.5
19.0,7.5
20.0,7.333333333333333
21.0,7.333333333333333
22.0,8.0
23.0,8.0
24.0,8.0
25.0,8.0
