Iteration,Time
0.0,2.7077999789071328e-05
1.0,0.0010791580665681978
2.0,0.001978362856919245
3.0,0.0019927201427500612
4.0,0.0020042022855964853
5.0,0.002887380714128085
6.0,0.0029001427141598208
7.0,0.0029111902854960397
8.0,0.0029222854284723454
9.0,0.002933106856939308
10.0,0.002943172428396273
11.0,0.0030241074996411044
12.0,0.0031286285453792184
13.0,0.003248749599879375
14.0,0.003269277444107704
15.0,0.0036170621665405633
16.0,0.004063233199849492
17.0,0.004856766400007473
18.0,0.005122510249975676
19.0,0.0051349164996281615
20.0,0.005648902666507638
21.0,0.005661041666523185
22.0,0.005276812499687367
23.0,0.006682666000415338
24.0,0.006694374999824504
25.0,0.006706083000608487
